"EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"3","4","3","4","0","4","1","4","1","4","3","3","4","3","3","3","3","3","3","3","1","3","3","4","1","4","3","4","4","4","1","1","3","1","4","1","4","3","4","4","3","3","3","4","1","3","4","1","4","1","17370","3593","5535","9125","0","3900","6469","3262","7727","4280","9338","6049","4074","7531","3882","5593","5659","3589","8413","4813","10399","4573","3939","3609","17097","3028","3883","3315","3054","3799","14759","6115","4523","4283","4137","4204","3509","5297","4004","3773","8754","5807","5507","5941","12844","8365","4019","2614","6503","4502","2016-03-19 08:44:13","768","1024","10","298",24,1,"PH","14.5501","121.036"
"1","2","4","4","4","2","4","4","2","2","1","4","4","5","2","0","2","1","2","1","1","4","2","4","2","5","2","4","4","4","4","2","4","2","2","2","4","5","4","4","2","2","5","2","4","2","4","1","4","5","10036","6152","13757","9427","2431","6260","5279","5201","4044","4920","4761","6587","2915","3004","7580","0","2819","5317","5659","1857","2332","3800","14344","11071","3781","3168","4364","3802","6670","2168","7979","2634","2178","6268","5511","3790","1984","3120","5522","2401","3781","7388","4956","4567","2023","5200","5404","3617","4764","2586","2018-09-07 09:09:28","1366","768","5","250",5,119,"US","42.2776","-83.7409"
"1","1","1","4","3","1","1","5","1","5","0","0","5","1","3","5","5","4","0","4","1","4","2","4","0","4","2","4","5","4","4","3","5","5","1","4","3","3","3","3","3","2","3","2","3","1","4","3","3","3","5198","3439","3794","3438","4450","8905","4365","4822","9064","2722","0","0","1767","3177","2703","3812","2381","4502","0","5238","6829","43861","4524","3982","0","2503","7131","5627","3767","8563","3213","4555","2439","4718","2967","5367","2998","5024","9073","3824","4372","7898","2968","7009","37053","2500","2910","3699","10047","5133","2018-06-12 16:35:22","601","962","2","291",31,1,"US","38.0","-97.0"
"3","3","4","3","2","2","2","4","2","4","1","3","3","1","2","2","2","2","2","4","4","3","3","3","3","1","2","4","3","4","4","4","4","2","1","2","4","2","3","4","5","2","4","1","5","1","4","4","4","4","4186","1979","2927","2060","2807","1577","1963","1357","1775","1186","3064","2216","874","2275","2224","1660","1872","874","957","817","2704","980","2339","1955","2583","2093","1854","1676","2125","800","2087","2045","2747","1445","1218","1791","2797","2510","1816","1088","1997","1675","1783","2164","1185","1406","2306","4103","1961","5101","2018-10-30 20:49:39","1440","900","7","103",6,1,"US","42.4019","-71.1193"
"1","2","3","3","3","3","3","4","3","5","4","3","4","2","3","4","4","4","4","3","1","5","3","5","1","5","2","4","5","4","3","4","3","4","4","5","3","2","3","3","1","3","1","3","3","1","2","2","5","3","13652","3671","4590","3612","6828","3276","3854","3878","3010","10704","3584","4250","2842","3612","5996","3969","7960","3641","2942","2403","4446","3770","4871","3096","5840","3664","3822","5881","3456","16301","5353","4220","3416","3444","4281","3507","2857","32563","2367","8973","5250","23086","30891","3809","3376","3191","3768","2712","7418","2524","2017-02-05 09:15:42","1440","900","43","311",15,2,"US","38.6103","-89.3726"
"2","2","2","4","4","2","1","5","2","4","5","5","4","0","5","4","2","4","4","2","3","3","2","4","2","4","2","4","2","4","5","1","4","2","5","1","5","1","4","4","2","4","3","2","4","4","2","1","4","3","47019","19165","17399","6071","4387","6070","5629","3437","6557","4066","6176","5934","2911","0","4240","7257","8348","4099","3639","2822","8111","10092","7352","5064","9529","3781","4468","5848","6611","3485","12441","4872","5637","5267","5160","8110","5724","4386","3382","7938","7497","20129","4164","10536","8777","6369","6821","4401","4226","7338","2018-07-17 09:30:40","768","1024","60","375",22,1,"CH","46.2295","7.3568"
"3","5","3","2","3","4","2","5","3","5","1","5","3","2","5","1","3","4","2","4","5","3","1","4","1","3","2","5","5","5","2","5","4","1","2","3","4","3","1","2","3","2","2","2","3","2","2","1","4","2","11660","4737","3560","9980","2539","4011","4411","3067","3133","4090","3981","4200","3420","14431","8247","3712","2658","3480","5120","6152","4409","3790","4870","1679","5741","7290","5448","3491","5038","2981","3649","2862","4101","3099","10892","13330","5691","2741","2300","3059","4223","3389","7330","4332","2670","5479","7273","4289","4630","19311","2016-07-09 05:22:45","1280","720","8","275",35,1,"AE","24.0","54.0"
"1","3","4","5","1","1","1","5","1","5","4","1","4","1","3","3","2","3","2","3","1","4","1","5","1","2","1","5","5","1","1","1","3","1","3","1","5","3","4","5","2","1","1","1","3","1","5","1","5","5","3812","3853","2116","2282","2079","3217","2274","3857","1851","2111","1562","2132","1634","1493","2394","1826","3906","4648","2498","1786","2718","2058","1761","1334","2426","3392","3892","3779","1830","2124","2307","3213","1517","1459","2902","2353","2213","4913","2333","2454","2797","2878","1517","2482","2071","2043","2148","2409","2663","1920","2017-12-21 19:10:05","1280","800","8","129",10,1,"US","39.7379","-104.985"
"1","3","2","5","3","3","1","4","2","5","5","3","5","1","2","5","5","5","5","5","3","4","2","5","1","3","1","5","5","3","4","2","5","1","4","1","4","3","5","3","1","3","5","3","3","3","4","1","5","3","45266","962","1686","1724","2006","786","1932","2168","2942","2907","2636","1117","2860","3965","2714","1299","2568","1298","1099","930","2383","1960","4044","1564","2818","3366","2536","2048","1778","1858","2680","4583","2112","1332","3338","2480","1886","12105","3286","1506","4216","2719","1494","3272","5988","3366","3464","3380","1211","3268","2016-04-05 18:36:12","1280","800","80","176",10,1,"US","41.9373","-87.6551"
"3","1","3","2","4","1","3","2","4","3","1","4","3","5","2","1","2","2","1","1","3","4","1","4","2","2","2","3","4","3","4","1","2","2","1","1","5","4","4","2","3","1","3","1","4","2","4","3","4","5","9125","3065","7004","4313","5534","5365","3869","1863","2962","3675","10885","1974","8527","2564","2725","2275","9528","3099","9802","1350","4427","3084","1899","4149","2684","2382","2162","7477","2537","2057","3019","3731","3569","2351","2206","6333","2341","1936","7547","5076","3370","3230","5188","5501","1771","11612","1320","1439","2527","2399","2017-09-07 00:13:40","1280","800","9","212",8,1,"JP","35.7167","140.65"
"4","2","3","2","5","1","3","2","4","2","2","4","5","3","1","2","3","2","2","2","1","5","3","3","2","2","2","4","4","4","3","2","4","2","1","2","2","4","2","3","5","1","2","1","5","3","5","4","5","5","7985","2998","5500","4499","2483","1769","5000","5567","4010","3798","3001","7563","2950","8117","3200","7366","97808","3117","2484","2332","6502","3800","5552","93309","649359","885","4069","32754","3490","7016","3034","5055","2432","2980","3658","3098","663","6450","2633","8053","2634","4016","5852","3735","2716","3367","2098","2482","3919","2183","2018-07-03 11:47:46","375","667","7","1066",16,1,"CA","47.4333","-79.6333"
"2","2","5","4","4","2","4","4","4","2","5","2","2","4","2","4","2","2","4","2","2","5","1","4","2","4","2","2","4","4","4","2","4","2","4","2","4","1","4","4","5","1","5","1","4","2","5","4","4","4","3870","11368","2608","2760","2600","4496","2744","2808","8063","3144","2512","2904","2863","2696","2808","2088","2272","1288","1664","2120","3277","2720","2376","2656","6135","4560","2984","6583","1784","2384","2559","5351","4256","2384","1632","4799","2728","8192","1736","2624","1872","2936","2408","2536","2296","3656","2064","1992","1848","1928","2017-09-19 06:19:45","1920","1200","3","164",9,7,"GR","37.9667","23.7167"
"1","3","2","4","3","4","2","5","1","5","2","3","3","5","1","2","1","1","3","2","1","4","2","4","1","5","1","5","5","4","4","1","4","4","2","2","4","2","4","3","4","4","4","3","5","1","4","5","4","4","9290","6970","5566","3351","6420","4458","4920","3081","3984","3699","4626","4125","9210","6237","5449","11403","5645","6281","3640","4362","4410","4165","8228","8072","8117","11805","5040","5672","4403","7819","15376","13485","3847","9640","3889","5218","4140","7836","4884","8667","3096","7271","4637","4755","6188","4850","3164","3372","4869","16994","2018-10-06 04:32:17","360","640","39","321",19,2,"NZ","-36.8667","174.7667"
"4","3","4","2","4","2","3","3","4","4","1","4","4","2","1","1","3","2","1","3","2","4","3","3","2","3","2","2","4","4","3","5","5","2","1","4","4","1","4","5","5","1","4","1","4","1","5","5","4","5","27247","2049","2730","885","4295","4863","6193","3453","2350","6850","4797","3467","5649","4573","3651","2216","3453","7415","2722","2670","871","2284","3010","4762","3315","2288","5221","5398","4067","2917","8345","3881","6088","6154","2354","5150","3346","4984","6115","2868","1606","3539","4601","1415","2616","2255","3231","7534","2864","7380","2018-04-29 08:07:22","375","667","3","225",11,1,"US","33.7884","-84.3491"
"1","5","1","5","1","5","1","5","1","5","5","2","5","1","5","5","5","5","5","5","2","1","5","5","1","5","5","5","3","1","1","5","5","5","1","5","5","5","1","5","5","1","5","1","5","1","5","5","5","5","5181","1104","2151","1616","4310","1577","2391","2951","1767","1039","1280","4688","1177","2041","3048","936","2423","1127","2784","656","3231","1568","1009","1736","1833","1583","2728","1784","3088","5737","2016","1807","2855","1391","2216","3489","2705","857","3408","2519","1280","2977","792","2016","1127","1728","1769","1145","2249","1328","2018-07-26 23:17:18","1920","1080","6","109",8,1,"US","42.1539","-88.1362"
"2","4","2","4","4","2","2","4","3","5","4","2","5","1","3","0","5","5","4","5","4","4","3","3","2","3","2","3","5","2","2","4","4","3","2","4","2","1","1","5","5","1","5","1","5","1","5","5","5","5","2797","3377","4114","1448","6782","7750","6394","4019","3181","3095","2799","5860","475","2871","4089","0","823","690","1051","1041","4835","5982","1188","3953","2882","2415","9011","2962","3264","2212","1782","2208","1770","8478","3448","4377","849","2675","1723","3264","995","5498","2968","4774","2243","2049","3202","2342","466","3939","2017-01-08 21:45:57","1920","1200","4","164",8,1,"GB","51.5142","-0.0931"
"4","1","4","5","5","4","4","2","5","3","5","1","5","2","5","3","4","3","4","4","1","5","3","5","1","5","2","4","5","4","4","5","3","5","3","4","4","1","5","3","3","1","5","3","4","2","5","3","4","4","2954","2240","1705","1169","1791","34599","6656","1129","2168","1560","1272","1625","1135","2295","1009","1849","1184","1376","1199","2257","1750","1392","1216","1024","5993","864","1080","1480","977","1256","1328","1215","1288","1040","6288","1720","1936","1816","992","3352","1400","1951","960","1312","1007","1367","1959","3239","1520","1399","2018-06-05 20:08:48","1366","768","660","127",9,1,"SG","1.2931","103.8558"
"3","2","4","3","4","3","1","4","4","2","3","5","4","3","4","1","5","5","4","3","4","3","3","4","1","3","2","4","4","4","4","3","4","3","3","2","5","2","5","3","3","3","1","1","2","5","3","4","4","2","14536","3838","8522","7935","3646","1423","5750","21049","55679","9340","4925","4436","1910","4154","2250","6294","2091","3070","2469","13498","31085","7153","15880","5053","8638","6700","13006","7967","209387","5761","11163","6463","5897","5973","7613","24700","2191","22833","5267","52612","4212","9937","2325","2601","4675","4896","5370","4154","2278","4780","2018-10-16 14:44:11","1366","768","290","680",18,1,"GB","51.5","-0.13"
"4","2","5","1","5","1","5","3","3","2","1","3","4","3","2","2","1","1","1","1","1","4","1","5","1","5","1","5","5","5","4","2","4","2","4","2","4","2","4","4","4","1","4","1","4","1","4","4","5","4","4769","2185","1902","3387","1836","1568","2368","4138","2035","2086","3037","4205","2052","2704","5906","1785","1818","1969","1702","3071","3435","3787","2018","3087","9277","2019","4205","2404","2035","2219","2987","1902","2403","2603","867","3271","1719","3336","1820","3320","3405","4539","1886","4170","1601","4022","2303","2103","2469","701","2017-11-08 12:06:54","1920","1080","7","141",8,1,"CA","43.6425","-79.3872"
"2","4","3","4","4","2","2","4","4","2","2","4","5","4","4","2","3","2","2","2","1","4","2","4","2","4","2","3","5","3","2","4","4","4","1","4","4","2","4","3","5","2","5","2","4","2","4","4","4","4","7177","3434","3921","2700","2388","13703","1525","2502","1688","6455","2872","4157","1359","2670","2619","2189","2047","8052","2353","1885","1914","5134","1926","1970","3656","3303","7413","4870","3038","3060","2160","9592","1623","2694","5314","2780","1293","5543","2099","11032","5570","3181","2086","3399","2522","13529","1669","5478","2447","1311","2017-12-14 08:10:40","1366","768","43","199",20,39,"US","39.2713","-84.3321"
"1","3","2","2","3","1","1","2","1","3","5","4","5","3","1","5","5","5","2","2","3","2","3","2","4","1","4","4","2","3","4","4","5","4","4","2","2","4","3","2","4","1","5","1","4","5","4","3","4","5","4560","3049","836","3220","5921","2859","7530","3634","1662","1954","3996","5657","3394","17355","6368","6353","3844","2879","2073","4229","10312","1903","1984","2019","4090","2113","1369","4965","1509","4881","8592","3276","5322","3850","5619","3025","2096","29270","3394","7370","2549","4454","1529","5141","1941","1762","2014","6814","4786","2670","2018-01-16 06:16:58","1366","768","3","233",9,16,"US","38.0","-97.0"
"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2475","550","760","664","711","626","688","595","1171","602","633","513","751","4296","752","641","700","634","575","671","854","526","594","1130","575","884","661","614","945","1485","1082","524","624","821","743","1086","664","614","615","663","2230","1321","691","704","640","873","634","2369","497","498","2017-04-10 06:19:35","1366","768","10","46",57,44,"US","38.0","-97.0"
"3","2","4","3","3","3","3","4","2","2","2","4","3","2","2","3","3","3","2","2","2","2","3","3","4","3","4","3","2","2","3","3","3","2","3","2","3","3","3","2","3","4","2","4","3","4","2","3","2","2","9765","14237","11730","20040","6155","9039","5978","6054","5004","923","1194","7218","24053","6349","3848","6299","11207","4438","7709","3647","14804","7172","12553","14756","6267","6679","6498","31255","3754","5608","16016","16280","1005","1099","21764","5469","4134","1214","3373","7147","4309","15096","9258","8345","7673","5958","7772","1128","2424","11070","2017-01-07 06:16:49","360","640","5","428",22,1,"MX","19.43","-99.13"
"1","5","4","5","2","5","1","5","2","5","4","2","5","1","4","5","4","5","5","5","1","5","5","5","1","5","1","4","5","2","4","2","4","5","1","4","2","4","1","2","4","4","1","4","1","5","2","4","5","2","2378","1756","1677","1898","5513","2512","1389","1716","2200","1751","1689","3210","839","1916","2729","2979","1217","1802","1216","1435","2531","1526","2216","3944","1844","1541","2951","2559","5049","1838","2538","2155","4538","555","1690","3052","2494","1742","1963","2229","2889","2000","3361","2473","1723","4588","1836","1461","1884","1488","2018-10-20 19:56:59","1920","1080","112","116",10,1,"AU","-42.9167","147.3333"
"1","2","4","4","4","2","2","4","4","4","2","4","4","2","2","2","3","2","2","3","2","4","3","3","2","2","2","4","2","3","2","4","4","3","2","4","4","2","4","4","4","1","4","1","4","2","4","4","5","4","9099","2092","2532","1854","2262","1791","2135","3950","1583","2749","2286","1758","1531","2418","2417","1964","4611","6684","2760","3783","6281","1782","2634","28255","2621","10103","1651","1051","4717","7239","3481","4011","2453","3550","2333","2685","2855","2517","9891","5717","1642","4367","1993","2933","2124","2067","4615","2500","9201","2811","2018-07-04 08:46:22","375","667","7","202",14,3,"US","38.0","-97.0"
"4","3","5","2","2","1","5","1","4","4","1","5","1","5","1","1","1","1","1","1","1","5","1","4","2","3","4","5","5","4","5","2","5","1","2","1","3","1","3","5","5","1","5","1","5","1","5","4","5","5","12668","7584","4168","3392","3560","5327","4064","4904","3848","5585","1656","3144","3656","4624","4296","2983","3895","1528","3408","1564","3592","1192","2240","4207","6552","2400","5824","1904","2192","3431","2408","6552","2704","2776","5039","12032","3272","1920","5032","4884","2655","3103","1744","3648","1472","4424","1880","3935","2503","1328","2016-10-11 23:20:36","1920","1200","4","195",13,1,"AU","-27.0","133.0"
"3","2","5","2","4","1","3","3","3","2","2","3","3","4","5","2","2","1","3","1","2","5","1","5","1","4","2","2","5","4","1","4","2","4","2","4","3","4","2","3","2","2","5","3","5","1","5","1","5","5","44504","2513","2340","3973","2275","1474","2792","3001","3222","5017","6603","3284","7315","6186","2712","4251","2001","1683","7765","9750","1437","4162","3017","4595","6383","2806","2975","7821","3977","3335","2498","2238","6829","3083","361310","5728","4215","3872","4269","4333","2901","3052","2238","10733","2000","2434","2866","2162","2797","1577","2016-10-16 05:54:21","768","1024","853","825",12,2,"AU","-33.8666","151.2082"
"4","2","5","1","5","1","4","3","3","1","4","4","2","4","2","2","4","4","3","2","2","4","1","4","1","4","1","5","4","5","4","2","4","1","5","1","5","1","4","3","1","1","5","1","5","1","5","1","2","5","5324","3279","6510","6886","1716","3231","6387","12116","5060","4123","13382","2716","2177","2248","5536","1758","3731","2233","11790","1959","9676","1904","3474","3958","1116","31211","2677","4732","4777","3059","14599","9478","2302","4575","6987","4487","5752","14832","2437","5980","4340","61187","2000","3302","2694","2981","391451","4589","5089","2294","2016-05-26 08:35:12","1280","1024","27","721",12,1,"US","41.8849","-87.6238"
"4","1","4","2","5","1","5","2","5","2","3","2","2","5","5","1","1","1","2","1","3","4","3","4","3","4","2","4","3","5","2","2","3","4","1","2","3","3","2","3","4","3","5","2","4","1","2","3","4","4","12726","2576","3136","4048","24223","1880","4264","5864","2032","3160","5344","5656","36767","2800","4384","10912","2720","2239","5463","1720","11681","5248","4488","4808","9248","5640","5647","6744","7375","5048","2920","5951","8039","3519","1904","3687","6168","3104","3417","2600","4600","5448","2088","6056","2160","2776","3224","5336","3200","1640","2016-10-25 12:37:34","1113","890","9","287",7,2,"GB","53.1","-2.4333"
"1","1","1","2","1","1","1","3","4","5","5","2","5","1","5","5","5","5","5","5","1","4","1","5","1","5","4","5","5","5","1","5","1","5","1","5","1","4","1","1","5","2","5","1","4","1","2","5","5","5","3431","3733","3390","4591","3492","3280","1811","3069","2236","2806","2465","3139","2200","2768","2275","1771","4353","5182","2698","2051","1992","3231","3552","2201","2012","2937","3963","2989","1529","1963","5123","3119","2126","1792","5001","2305","2538","2747","2144","3230","1429","4931","2172","2173","3471","4558","3274","1427","1880","825","2017-01-09 12:33:02","1366","768","51","147",9,1,"US","39.7379","-104.985"
"4","5","1","1","2","2","1","2","1","5","3","5","5","1","1","2","5","2","2","1","1","2","1","1","2","1","1","1","2","2","5","3","3","2","5","4","1","1","5","4","1","1","1","2","2","2","5","1","3","2","35695","24361","5376","12648","9311","7336","12848","5616","4432","9640","32692","6760","11480","4680","7144","15688","8167","11152","7400","4232","38160","21773","3544","6080","7592","5896","9048","6568","5704","10808","9015","21195","18504","7280","7272","21585","4777","6320","5056","7464","10453","15600","16712","9720","8296","6408","8056","3176","10328","5176","2017-09-20 06:33:07","1280","1024","3","566",32,27,"US","35.994","-78.8986"
"2","5","2","4","2","2","1","3","2","5","5","3","4","2","4","2","3","2","4","3","4","4","1","4","4","3","2","5","1","3","2","4","4","1","3","4","3","4","3","2","4","2","5","2","4","2","4","4","5","4","5344","3424","1579","1908","4484","4113","2183","1678","76651","3573","81271","2139","2670","2595","6223","2950","1179","5436","1637","1698","4093","3455","7968","60056","5183","3027","3405","3167","3114","3242","6998","2185","6647","3007","119631","3358","5014","4723","4843","2950","3125","3754","3446","3386","2806","4068","3064","2398","2368","6191","2017-08-04 21:27:41","1366","768","2","505",14,1,"US","21.275","-157.8165"
"2","2","3","3","3","1","3","5","1","4","4","3","2","5","5","4","1","2","3","1","2","3","2","2","4","3","3","2","4","3","5","1","4","1","2","4","2","3","2","4","5","1","5","1","5","1","5","5","4","5","8198","2814","3264","6364","3183","2700","7751","12323","5345","2644","2382","4917","5570","50962","3622","5998","4832","4447","2376","2748","6052","6533","6202","4972","3572","8452","3229","5270","5294","3510","2916","5203","11824","7134","5097","4713","4501","49518","2429","64990","3000","6970","1416","5833","2374","3701","4431","8136","7429","2307","2018-11-04 15:05:02","1440","900","1493","402",19,1,"US","45.4573","-122.7992"
"1","5","2","5","1","4","1","5","2","5","1","5","4","3","1","1","1","1","1","3","1","4","2","5","1","2","1","5","5","4","4","2","5","1","2","4","4","1","5","4","5","1","5","1","3","1","5","1","5","5","13430","1635","2683","954","3746","5968","2588","924","6622","1128","3389","9686","2391","5045","4332","5674","9904","3066","3798","2998","2670","4971","5880","1143","2830","5652","2294","4025","4251","5593","2744","3572","2126","7779","2347","3644","3036","4875","4494","4011","2509","3116","1238","6108","2736","866","5052","2740","2449","1892","2018-05-09 17:49:47","1536","864","3","198",13,2,"US","38.0","-97.0"
"3","4","2","4","2","4","2","2","4","4","5","2","4","1","4","5","5","5","5","4","1","5","4","5","1","4","5","3","5","3","2","5","0","4","1","4","5","2","2","3","5","1","4","0","0","2","4","5","4","4","22606","8328","5925","1442","3755","5252","3314","4631","3644","4132","6170","5664","6530","3022","7474","10664","1648","4887","1628","7938","168148","3863","2470","3102","10566","1888","3351","13860","1611","5936","2667","2424","0","6444","2194","4586","2795","7180","1775","3492","8376","13664","7804","0","0","24420","2991","1237","3106","2337","2018-09-08 15:26:25","1280","800","226","455",11,1,"US","38.0","-97.0"
"4","2","4","4","4","2","3","4","2","3","4","3","2","2","2","4","2","4","5","4","1","4","3","4","1","3","2","2","4","4","4","1","4","2","4","1","5","1","4","5","5","2","5","3","3","1","4","5","4","5","3653","2337","3288","2976","1551","1815","3224","2601","3120","2089","3648","2440","3216","3280","2217","1501","3632","3656","1528","2336","4192","3928","3731","3048","7017","5496","3496","7047","2256","2896","1519","5176","3741","2952","2719","3112","2504","5224","2760","3172","1351","4789","1872","3432","3185","4176","3336","1632","3239","2360","2018-08-14 02:55:58","1920","1080","28","161",9,3,"SE","59.3333","18.05"
"3","3","4","4","2","3","4","3","4","5","1","5","3","1","1","4","5","2","2","4","3","3","3","3","3","3","3","3","4","4","2","5","3","4","1","3","3","3","1","4","4","1","5","1","3","2","3","3","5","5","8867","7615","3964","2999","1975","4021","4532","6203","8488","5435","1613","6264","7730","15102","3548","5822","3028","5171","2497","4904","4310","21001","4130","6745","4965","76011","11604","5112","5358","5798","28666","11947","4857","9064","4207","5823","4003","30682","85020","4836","12676","7542","27251","5387","2173","10913","5830","2899","3578","2309","2018-01-16 08:44:49","1366","768","416","528",16,1,"US","29.7355","-94.9774"
"4","1","5","1","5","1","5","4","4","1","4","3","4","3","3","3","3","3","2","2","1","5","1","5","1","5","1","5","5","5","3","5","5","5","2","4","3","3","2","4","2","1","4","1","4","3","5","1","5","5","13963","2330","3017","2711","2779","2459","4489","3936","3778","2988","3056","2977","3272","3273","3308","3319","3144","14472","2692","3130","4996","4034","2806","3851","3223","3684","2678","3355","4380","3168","5935","4463","3438","2942","2582","4794","2645","3624","3340","4055","3373","4292","3704","4065","3931","4058","4376","1396","4436","2641","2018-07-25 00:20:31","375","667","7","197",14,1,"US","38.8357","-77.3375"
"3","3","2","3","3","4","2","4","1","4","5","1","1","5","4","5","5","5","5","5","5","3","3","5","2","4","3","3","4","4","3","4","3","4","3","4","4","2","3","4","3","3","1","3","3","1","3","4","4","5","53492","2305","4492","2957","5720","2735","4325","3284","4518","2840","3304","6806","2520","4149","2976","3640","1676","3804","2100","2449","3984","3860","2758","4715","4313","3448","2792","6859","14982","3386","4042","2661","7807","4626","3948","5292","3782","2084","1556","4671","4282","3924","3750","2849","2575","2742","3409","3343","5568","2022","2016-04-26 20:21:31","1024","768","102","247",87,1,"PH","14.5833","120.9667"
"1","4","4","4","4","3","3","5","2","5","2","5","2","4","2","2","2","1","2","1","2","4","1","4","1","3","1","4","4","4","5","1","5","1","3","2","5","1","5","5","3","1","2","1","4","3","4","1","5","2","7998","5920","6295","2810","2402","3584","4600","4401","11513","3605","5997","6074","5334","10677","4766","4283","3123","5777","2756","3712","4885","2809","3618","3204","7287","2291","5670","5448","3618","4317","5399","8388","4305","5263","4551","6372","3192","2193","1828","2267","2869","6829","6533","2810","2734","8153","4577","4506","4380","3580","2017-07-21 10:11:00","768","1024","13","241",15,1,"US","29.3013","-94.7977"
"3","4","3","4","3","4","2","3","3","3","3","4","4","1","2","2","4","4","4","1","4","2","2","4","4","4","4","3","4","3","3","5","5","4","3","5","3","2","2","4","0","2","4","2","5","1","4","3","3","4","11831","4875","4752","11579","5677","1124","4223","10265","5790","3554","4186","3606","6436","5965","4447","6979","4040","3759","4707","4600","8061","8890","4615","6844","5730","9469","3663","7457","3041","3882","4738","9578","6558","3736","6625","3665","6675","7903","1893","7750","0","6704","3194","7514","6051","6269","4400","6109","6256","2524","2018-06-06 11:29:27","1536","864","16","284",20,1,"CZ","50.0833","14.4167"
"3","3","5","3","4","3","3","4","4","0","4","2","5","2","4","4","5","4","5","2","4","5","4","4","2","3","2","3","2","2","2","5","3","4","1","5","3","3","2","3","2","2","2","2","2","3","4","2","4","3","4970","5786","2915","2609","2486","4485","6748","3540","5850","0","3284","7707","3007","2981","15349","3637","1932","2909","1907","2459","3782","3420","2266","7659","6042","3069","2922","7282","3059","5762","1692","3101","2679","2789","5056","4269","3873","4808","2609","4159","2805","6650","2118","2805","3666","5238","3590","3064","2518","2564","2018-02-07 10:51:12","1280","800","20","201",19,3,"CA","43.6425","-79.3872"
"3","2","3","4","3","1","4","3","3","2","5","2","5","3","3","5","3","3","4","3","1","5","1","5","1","5","1","3","5","3","3","4","4","4","2","4","3","4","2","3","4","1","4","1","3","2","5","4","5","4","814","5915","2571","3171","9282","7898","7252","4233","5884","4784","4036","3850","2584","3132","4061","2987","4161","2765","3818","3840","8308","37885","4863","5449","567","920","3600","8867","2687","4821","5847","2947","3201","2568","4258","6648","6689","3216","4449","11761","159900","5833","2063","3466","3084","5748","3702","4115","6646","1699","2016-09-14 14:54:53","375","667","2","415",8,3,"NO","59.0566","10.0374"
"2","2","3","3","3","1","4","3","4","3","3","4","3","3","2","2","2","2","3","3","3","4","1","2","4","3","1","4","3","3","5","4","4","1","3","2","4","2","5","5","4","2","4","3","5","2","4","3","2","5","9117","3100","5239","3609","3552","3114","4734","4002","3812","1689","4679","2607","2399","4716","3340","3626","3568","4697","3201","3114","6322","2622","5104","6387","3811","3386","3167","5964","4115","4966","2941","4934","2978","3482","7309","6220","3181","4314","2420","2251","2934","5117","4698","3880","3243","2957","3151","2913","6594","2701","2018-04-01 14:31:33","800","1280","2","204",12,1,"PL","52.2333","21.0167"
"5","1","3","1","5","1","5","1","5","1","4","4","4","1","4","3","4","4","4","5","5","3","3","2","5","4","5","3","2","3","4","4","5","5","3","5","5","5","1","3","5","4","5","3","5","1","5","5","4","5","36960","1928","2000","2616","1240","2552","42607","2064","1680","3448","5944","2688","1735","2264","2050","2384","1664","2735","2904","2816","9121","2944","1600","2832","2728","3096","2632","2152","2424","18103","2055","3944","2576","2096","2880","4584","1712","9752","1592","5608","1112","2680","1760","7496","1087","2352","1664","1400","4584","848","2016-05-20 22:43:30","1024","768","44","236",5,1,"HK","22.2833","114.15"
"2","2","5","2","3","3","2","3","2","3","1","5","4","5","5","1","4","2","4","1","3","4","2","3","1","4","3","4","1","3","1","4","3","5","2","5","3","5","2","3","3","3","4","3","4","2","5","3","5","4","8240","4616","2485","8916","4584","2333","5669","4321","3953","3016","2650","2452","1565","2148","2200","2297","3365","3615","2115","1852","8507","5013","6134","4371","3218","2419","3984","3081","4564","2867","3308","5220","2084","4266","4517","2667","3783","7604","2704","3267","2787","3565","1267","2800","2199","4635","2917","5632","2502","2133","2018-07-05 14:11:22","414","736","7","188",11,1,"GB","52.5833","-0.25"
